uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,tagID,individualID,tagStatus,identificationHistoryID,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,morphospeciesID,growthForm,shape,plantStatus,leafNumber,meanLeafLength,meanPetioleLength,meanBladeLength,basalStemDiameter,meanBasalDiameter,stemDiameter,stemLength,measurementHeight,maxCrownDiameter,ninetyCrownDiameter,height,baseCrownHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,canopyPosition,oldPadCount,newPadCount,stemCount,branchCount,meanBranchLength,remarks,measuredBy,recordedBy,dataEntryRecordID
"59ce04cb-ee3b-46de-b8bf-4676eaeb385b","TEAK_044.basePlot.vst","2015-09-16","vst_TEAK_2015","D17","TEAK","TEAK_044","48_unknown_3",,"TEMP.PLA.NW.TEAK.2015.44155",,,"ATFI","Athyrium filix-femina (L.) Roth","species",,,,"fern",,,,,,,,,,,,,,,,,,,,,,,,"0 ATFI fronds subplot 3; proofed and no errors","tedgarian@neoninc.org","kzias@field-ops.org",
"42e5f869-d584-48c7-840d-adcab5451722","TEAK_044.basePlot.vst","2015-09-16","vst_TEAK_2015","D17","TEAK","TEAK_044","48_unknown_3",,"TEMP.PLA.NW.TEAK.2015.44152",,,"ATFI","Athyrium filix-femina (L.) Roth","species",,,,"fern",,,,,,,,,,,,,,,,,,,,,,,,"0 ATFI fronds subplot 3; proofed and no errors","tedgarian@neoninc.org","kzias@field-ops.org",
"7ea42803-78c0-4570-b1ed-db7aa74feec4","TEAK_044.basePlot.vst","2015-09-16","vst_TEAK_2015","D17","TEAK","TEAK_044","39_unknown_1",,"TEMP.PLA.NW.TEAK.2015.44153",,,"ATFI","Athyrium filix-femina (L.) Roth","species",,,,"fern",,,,,,,,,,,,,,,,,,,,,,,,"5 ATFI fronds subplot 1","tedgarian@neoninc.org","kzias@field-ops.org",
"f0cf6706-390d-448f-a590-7dd2519b4b27","TEAK_044.basePlot.vst","2015-09-16","vst_TEAK_2015","D17","TEAK","TEAK_044","31_unknown_4",,"TEMP.PLA.NW.TEAK.2015.44156",,,"ATFI","Athyrium filix-femina (L.) Roth","species",,,,"fern",,,,,,,,,,,,,,,,,,,,,,,,"52 ATFI fronds subplot 4","tedgarian@neoninc.org","kzias@field-ops.org",
"d6f23588-b665-4cd3-a23b-e195d32b868f","TEAK_044.basePlot.vst","2015-09-16","vst_TEAK_2015","D17","TEAK","TEAK_044","21_unknown_1",,"TEMP.PLA.NW.TEAK.2015.44151",,,"ATFI","Athyrium filix-femina (L.) Roth","species",,,,"fern",,,,,,,,,,,,,,,,,,,,,,,,"0 ATFI fronds subplot 1","tedgarian@neoninc.org","kzias@field-ops.org",
"3a49a519-8145-4e18-b076-169c45d10848","TEAK_044.basePlot.vst","2015-09-16","vst_TEAK_2015","D17","TEAK","TEAK_044","21_unknown_1",,"TEMP.PLA.NW.TEAK.2015.44157",,,"ATFI","Athyrium filix-femina (L.) Roth","species",,,,"fern",,,,,,,,,,,,,,,,,,,,,,,,"0 ATFI fronds subplot 1","tedgarian@neoninc.org","kzias@field-ops.org",
"c68fd998-8aae-4910-b47d-bcc1af0d05de","TEAK_058.basePlot.vst","2015-09-30","vst_TEAK_2015","D17","TEAK","TEAK_058","21_unknown_1",,"TEMP.PLA.NW.TEAK.2015.58152",,,"PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,,"fern",,,,,,,,,,,,,,,,,,,,,,,,"136 PTAQ nested subplot 1","kzias@field-ops.org","emccarthy@field-ops.org",
"c11ccbc9-f70b-4fc2-a700-8094ef9b2e07","TEAK_058.basePlot.vst","2015-09-30","vst_TEAK_2015","D17","TEAK","TEAK_058","31_unknown_4",,"TEMP.PLA.NW.TEAK.2015.58151",,,"PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,,"fern",,,,,,,,,,,,,,,,,,,,,,,,"13 PTAQ nested subplot 4; ; proofed and no errors","kzias@field-ops.org","emccarthy@field-ops.org",
"c774472e-e104-4a88-ad39-d2998a5882e1","TEAK_058.basePlot.vst","2015-09-30","vst_TEAK_2015","D17","TEAK","TEAK_058","21_unknown_1",,"TEMP.PLA.NW.TEAK.2015.58153",,,"PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,,"fern",,,,,,,,,,,,,,,,,,,,,,,,"136 PTAQ nested subplot 1","kzias@field-ops.org","emccarthy@field-ops.org",
"517e9ac0-7adc-488b-9ea5-597b484559e7","TEAK_058.basePlot.vst","2015-09-30","vst_TEAK_2015","D17","TEAK","TEAK_058","31_unknown_4",,"TEMP.PLA.NW.TEAK.2015.58154",,,"PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,,"fern",,,,,,,,,,,,,,,,,,,,,,,,"13 PTAQ nested subplot 4; ; proofed and no errors","kzias@field-ops.org","emccarthy@field-ops.org",
