uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"cc005a5f-7d3f-4c7f-acaa-035a1129a75b","TEAK_054.basePlot.vst","2022-08-17",,"D17","TEAK","TEAK_054","tower","evergreenForest",36.999310,-119.001514,"WGS84",20.1,321901.47,4096668.34,"11N",2188.6,0.2,"OK","vst_TEAK_2022","distributedAndTowerSubset","dendrometerOnly","23_400|41_400","NEON.DOC.000987vJ","Y",,,,,,,,,,,,,"noneSelected","noneSelected",,"100",,,,,,,,,
"986e5684-99d8-4944-b85e-1ace86a9bd06","TEAK_048.basePlot.vst","2022-08-17",,"D17","TEAK","TEAK_048","tower","evergreenForest",37.000370,-119.002543,"WGS84",20.1,321812.37,4096787.87,"11N",2181.0,0.2,"OK","vst_TEAK_2022","distributedAndTowerSubset","dendrometerOnly","21_400|41_400","NEON.DOC.000987vJ","Y",,,,,,,,,,,,,"noneSelected","noneSelected",,"noneSelected",,,,,,,,,
"aa790507-3077-4391-87da-ca451cfb8892","TEAK_049.basePlot.vst","2022-08-17",,"D17","TEAK","TEAK_049","tower","evergreenForest",37.000042,-119.006591,"WGS84",20.1,321451.37,4096759.07,"11N",2152.5,0.1,"OK","vst_TEAK_2022","distributedAndTowerSubset","dendrometerOnly","23_400|41_400","NEON.DOC.000987vJ","N",,,,,,,,,,,,,"notAssessed","notAssessed",,"notAssessed",,,,,,"No dendrobands on plot",,,
"5611aaa5-02fc-401b-acd6-fc2e5aeeb251","TEAK_059.basePlot.vst","2022-08-17",,"D17","TEAK","TEAK_059","tower","evergreenForest",37.001454,-119.004259,"WGS84",20.4,321662.19,4096911.36,"11N",2142.3,0.9,"OK","vst_TEAK_2022","distributedAndTowerSubset","dendrometerOnly","21_400|41_400","NEON.DOC.000987vJ","Y",,,,,,,,,,,,,"100","noneSelected",,"noneSelected",,,,,,,,,
"464e7c21-837f-47ec-9429-387e06085604","TEAK_060.basePlot.vst","2022-08-17",,"D17","TEAK","TEAK_060","tower","evergreenForest",37.000848,-119.005596,"WGS84",20.2,321541.80,4096846.63,"11N",2147.4,0.3,"OK","vst_TEAK_2022","distributedAndTowerSubset","dendrometerOnly","21_400|23_400","NEON.DOC.000987vJ","Y",,,,,,,,,,,,,"100","noneSelected",,"noneSelected",,,,,,,,,
"c9a187cf-b595-472f-b4a4-fd956a15d4f0","TEAK_053.basePlot.vst","2022-08-18",,"D17","TEAK","TEAK_053","tower","evergreenForest",37.004851,-119.010746,"WGS84",20.4,321092.88,4097300.44,"11N",2133.3,1.0,"OK","vst_TEAK_2022","distributedAndTowerSubset","dendrometerOnly","21_400|41_400","NEON.DOC.000987vJ","Y",,,,,,,,,,,,,"noneSelected","noneSelected",,"noneSelected",,,,,,,,,
"08c12386-88ae-439b-94e1-d71a4023b295","TEAK_052.basePlot.vst","2022-08-18",,"D17","TEAK","TEAK_052","tower","evergreenForest",37.008938,-119.009507,"WGS84",20.1,321212.71,4097751.57,"11N",2162.6,0.1,"OK","vst_TEAK_2022","distributedAndTowerSubset","dendrometerOnly","23_400|41_400","NEON.DOC.000987vJ","Y",,,,,,,,,,,,,"100","noneSelected",,"noneSelected",,,,,,,,,
"ed1632e0-54f5-4400-aa0b-2b85a083a9cf","TEAK_057.basePlot.vst","2022-08-18",,"D17","TEAK","TEAK_057","tower","evergreenForest",37.004089,-119.008047,"WGS84",20.2,321331.27,4097210.82,"11N",2140.3,0.3,"OK","vst_TEAK_2022","distributedAndTowerSubset","dendrometerOnly","21_400|23_400","NEON.DOC.000987vJ","Y",,,,,,,,,,,,,"noneSelected","noneSelected",,"noneSelected",,,,,,,,,
"7aae1b74-e0e1-4863-a344-afef705059ad","TEAK_050.basePlot.vst","2022-08-18",,"D17","TEAK","TEAK_050","tower","evergreenForest",37.004195,-119.016131,"WGS84",20.3,320612.15,4097237.80,"11N",2148.9,0.8,"OK","vst_TEAK_2022","distributedAndTowerSubset","dendrometerOnly","21_400|41_400","NEON.DOC.000987vJ","Y",,,,,,,,,,,,,"25","noneSelected",,"noneSelected",,,,,,,,,
"7e79b786-3f77-42f7-a75e-233fbe08c06c","TEAK_056.basePlot.vst","2022-08-18",,"D17","TEAK","TEAK_056","tower","evergreenForest",37.002101,-119.010675,"WGS84",20.3,321092.75,4096995.19,"11N",2142.6,0.5,"OK","vst_TEAK_2022","distributedAndTowerSubset","dendrometerOnly","21_400|39_400","NEON.DOC.000987vJ","Y",,,,,,,,,,,,,"noneSelected","noneSelected",,"noneSelected",,,,,,,,,
"7181f201-baad-4db3-8d00-62388595eec7","TEAK_051.basePlot.vst","2022-08-18",,"D17","TEAK","TEAK_051","tower","evergreenForest",37.002985,-119.007333,"WGS84",20.3,321392.22,4097086.99,"11N",2144.0,0.6,"OK","vst_TEAK_2022","distributedAndTowerSubset","dendrometerOnly","21_400|41_400","NEON.DOC.000987vJ","Y",,,,,,,,,,,,,"10","noneSelected",,"noneSelected",,,,,,,,,
"2f21c877-831f-4350-847d-7c7ac19c05e6","TEAK_015.basePlot.vst","2022-08-30",,"D17","TEAK","TEAK_015","distributed","evergreenForest",36.988308,-119.044357,"WGS84",20.5,318062.55,4095528.68,"11N",2282.5,0.8,"OK","vst_TEAK_2022","distributedAndTowerSubset","allGrowthForms","31_100|32_100|40_100|41_100","NEON.DOC.000987vJ","Y","Y","N","Present - sampled","Present - sampled","N","N","N","N","N","N","N","N","noneSelected","noneSelected","noneSelected","noneSelected",400,400,400,400,400,"Full plot sampling",,,
